,18 t/m 24_less than 4.999,18 t/m 24_5.000-9.999,18 t/m 24_10.000-19.999,18 t/m 24_20.000-29.999,18 t/m 24_more than 30.000,25 t/m 34_less than 4.999,25 t/m 34_5.000-9.999,25 t/m 34_10.000-19.999,25 t/m 34_20.000-29.999,25 t/m 34_more than 30.000,35 t/m 44_less than 4.999,35 t/m 44_5.000-9.999,35 t/m 44_10.000-19.999,35 t/m 44_20.000-29.999,35 t/m 44_more than 30.000,45 t/m 54_less than 4.999,45 t/m 54_5.000-9.999,45 t/m 54_10.000-19.999,45 t/m 54_20.000-29.999,45 t/m 54_more than 30.000,55 t/m 70_less than 4.999,55 t/m 70_5.000-9.999,55 t/m 70_10.000-19.999,55 t/m 70_20.000-29.999,55 t/m 70_more than 30.000
35 t/m 44_less than 4.999,0.043422765191203694,0.03809662219783376,0.03699768940842457,0.03603236530472735,0.03303047278111149,0.048652203495980026,0.042190413488578986,0.047466012007805494,0.045820163950895075,0.025120203984975338,0.06019511653280859,0.0490253137885963,0.04252849595238258,0.032617202258038165,0.03200437513873529,0.05075644068621432,0.03967792769653413,0.03900666100676644,0.030614025088961414,0.03164320289897669,0.04962144455028959,0.039348796376948644,0.03768723750453876,0.037536094632009034,0.030908754076664213
35 t/m 44_5.000-9.999,0.04439161087164275,0.032907252906357334,0.04030548216766356,0.03358987379985493,0.031120525094301636,0.046388617917422034,0.040006473546598635,0.04613103043778754,0.043359601298716015,0.029496675745452675,0.0466793002677372,0.057314593261002286,0.045261531468177046,0.036796091601135075,0.03445039266365321,0.0426125058740252,0.038466347749450104,0.04180278912575904,0.03617620443588064,0.03470586006969007,0.04675794969409005,0.04160036358578544,0.03990308535047578,0.0387659983011758,0.031009842766165988
35 t/m 44_10.000-19.999,0.040296185066945094,0.02437339295657267,0.042302341766277646,0.023983094225357077,0.02163616739775153,0.03978696348017568,0.044486413467483846,0.03910265319466253,0.038106134354693386,0.035430179899500126,0.03935546434688524,0.04398962973426645,0.05570398645689306,0.04271750560670233,0.03938919100104982,0.03729028208281131,0.046663701388687896,0.04816226582218212,0.04560513039554183,0.038836242344706416,0.04597421414503393,0.04453204630865045,0.04641360517000886,0.03985814576519093,0.03600506362196995
35 t/m 44_20.000-29.999,0.03745623793926383,0.02071777480521365,0.04055375501672439,0.02176471275915061,0.022083538695650776,0.031781810966537385,0.03577965085421048,0.0337474727787847,0.03754992152348747,0.039304320540953876,0.03406229011059307,0.0403575573883924,0.04820676683981961,0.06286202925562655,0.048447282392976604,0.02913764037103814,0.038916664605302,0.05226631430518667,0.052343678829861434,0.04515735442620943,0.04041774207274841,0.04629475643901574,0.049154704394259216,0.04496467942591505,0.04667134326307852
35 t/m 44_more than 30.000,0.03582870331465688,0.023977720124526657,0.04445080459423319,0.023193535034659533,0.02211292732018171,0.032769843115021416,0.03692525505056673,0.034934589833348205,0.03951101780371637,0.04116071969363378,0.034033257444231295,0.03847551022717994,0.04526329967804313,0.049332877798109825,0.06401112000987293,0.030348962042922964,0.036529303578586615,0.048202251387767125,0.04697972199573052,0.04936258365909945,0.038601540651238435,0.0450868196603737,0.04600495525905836,0.045572414923120724,0.04733026580012061
45 t/m 54_less than 4.999,0.04186262444895483,0.037849012820037733,0.03594696068307946,0.037414994219659166,0.03201277761190336,0.05323871370981026,0.04251571784405753,0.0458223638142816,0.0428487175646437,0.022723570341358492,0.05417502603484133,0.04776844326210043,0.0430109089734055,0.029780721220647604,0.030461946084982552,0.06424942256088763,0.04093604288159872,0.03871282219218089,0.03126216823836784,0.029441854820817633,0.05407697923085767,0.040653736101240616,0.03797383970434558,0.03639923328161033,0.028861402354329425
45 t/m 54_5.000-9.999,0.03728780128745099,0.021761392618378117,0.038638731297615546,0.01974834830611483,0.018022813499049207,0.03751686948713963,0.04766666763089791,0.036060117213777276,0.03473235922291145,0.029258291008972908,0.041951261395534116,0.04271427509699315,0.05331509769426301,0.03940075253707778,0.03631978492195804,0.040550286942596665,0.06364397575690608,0.051142477035422615,0.04533728387211172,0.038004830444049925,0.04933723356726068,0.05005092949331039,0.04872938094609177,0.04212534605413243,0.03668369266998366
45 t/m 54_10.000-19.999,0.0347353611816769,0.020400912567978505,0.03860805107245853,0.019421815622981845,0.017784705961157964,0.03382454731502306,0.04335522788211757,0.03338961436335043,0.03440472643681735,0.03245196883628006,0.037550259973015004,0.04226447476415412,0.0501021156863257,0.04818023467186199,0.04363624071356567,0.03491572269862792,0.046565030184932146,0.057947597066070264,0.05128954473457325,0.040464870030648296,0.04484969663976934,0.050641811977848686,0.05148320904805588,0.047023268213728486,0.04470899235698103
45 t/m 54_20.000-29.999,0.036241935598161044,0.01735649671652854,0.03934275818705291,0.017693576820255318,0.015706652653122256,0.03261815972190333,0.0413284283990993,0.030427529072658673,0.033057847643577935,0.03879676045299968,0.032261929451886245,0.04003952783796812,0.05193481490983515,0.05282104745044183,0.04655712772336235,0.030866048201186432,0.04518864921868085,0.05614674390163027,0.06343532408058876,0.04025058250131689,0.04388109253401345,0.05021673859042017,0.053541598795895116,0.0450848842743125,0.04520374526310302
45 t/m 54_more than 30.000,0.03237614595984495,0.022461385003555035,0.037595540104947485,0.021801811110308798,0.023241765976160927,0.03303205475603565,0.03388297575303708,0.0376288666119423,0.0414914397807978,0.03206106977014703,0.03510545757759646,0.040438315695995736,0.04655929414606507,0.04797285395714464,0.05149889592105297,0.030602111963072838,0.03987832967742643,0.046633518038640846,0.04237370790993735,0.0667813911432248,0.0389913748927945,0.04600855161989256,0.049055029164032884,0.051801542571432574,0.05072657089491339
55 t/m 70_less than 4.999,0.04216849631964723,0.027819427568220388,0.03649377892630225,0.028070068569269357,0.024906661251762375,0.0470425809380352,0.043743160135444145,0.040406249428784784,0.03916360453719743,0.028653731711659216,0.04771353016385553,0.04721974646141096,0.04777068227750449,0.037214917274520844,0.03490459622792889,0.048716558546326616,0.0448694657704319,0.044797882309546,0.04003867299817831,0.03379453645762288,0.057880650884602265,0.04462641332207679,0.04192950277833264,0.03798731562873015,0.03206776951260939
55 t/m 70_5.000-9.999,0.034582844862078986,0.02096294131147564,0.039507744605949316,0.020476347750788947,0.018344440606963528,0.035897025172409155,0.03981653963370798,0.035236724933792214,0.03658575023850081,0.026066335564709612,0.03892856339285455,0.043224511684625475,0.047608506697868334,0.043857269668447864,0.0419461745704324,0.03768160727009865,0.046833113348877804,0.052044158265290234,0.04714281638752024,0.041028088525202414,0.045915229697861194,0.05955225129225213,0.054102229403686815,0.04808241775308612,0.04457636736151973
55 t/m 70_10.000-19.999,0.03245273219132121,0.019303488423322166,0.03688995009730894,0.019128956865151408,0.017388877885340062,0.03352938995776404,0.03847148038239287,0.03333785278532683,0.03608030031074509,0.028299709303404134,0.03735109542787424,0.04153474615871413,0.049708347432166546,0.04664949970653498,0.04287651559690522,0.03526026583541443,0.04567766454710508,0.05300300298771274,0.050353593633987954,0.04382262361274149,0.0432171978493083,0.05419850107133106,0.05965822094649865,0.052184225325950004,0.049621761665678436
55 t/m 70_20.000-29.999,0.03080800821468459,0.02112773185588502,0.03456570945944393,0.019817798685055666,0.019941843144676348,0.033120277782182746,0.03747095820025334,0.03498632063741805,0.03754475703170531,0.027230736859184534,0.03934742047884619,0.04267899638069557,0.045150155985585645,0.04513480241602393,0.044923652300304776,0.03574797515651151,0.04176520529309054,0.051204227576029764,0.04484646718597866,0.048945827061545835,0.04141270889356369,0.05094675812212045,0.0551947007522829,0.06309986652073815,0.052987094006192954
55 t/m 70_more than 30.000,0.026987466312071787,0.017918357799608844,0.03575060090302065,0.017897893112749433,0.01698183975307733,0.029183460194543768,0.03492239893845944,0.030205688261811362,0.035547249627614186,0.030130709504417038,0.03567964385355979,0.03759539226495287,0.044913570045449075,0.051589601752739314,0.05137878008598094,0.031213931403205684,0.0400512445452478,0.053611717617602375,0.049515768867380586,0.05278132817408197,0.03849777396902711,0.05201238408431789,0.05779658142616398,0.05835014404989396,0.06948647345302283
