,18 t/m 24_Less than 10 km,18 t/m 24_10-19 km,18 t/m 24_20-29 km,18 t/m 24_30-49 km,18 t/m 24_more than 50,25 t/m 34_Less than 10 km,25 t/m 34_10-19 km,25 t/m 34_20-29 km,25 t/m 34_30-49 km,25 t/m 34_more than 50,35 t/m 44_Less than 10 km,35 t/m 44_10-19 km,35 t/m 44_20-29 km,35 t/m 44_30-49 km,35 t/m 44_more than 50,45 t/m 54_Less than 10 km,45 t/m 54_10-19 km,45 t/m 54_20-29 km,45 t/m 54_30-49 km,45 t/m 54_more than 50,55 t/m 70_Less than 10 km,55 t/m 70_10-19 km,55 t/m 70_20-29 km,55 t/m 70_30-49 km,55 t/m 70_more than 50
35 t/m 44_Less than 10 km,0.04835203866171027,0.0312483691504089,0.03330422967125741,0.03772273426550592,0.02075552980240825,0.04819722344346487,0.044251668165128336,0.028223468453178944,0.02824590893202272,0.0314292115161686,0.05770722989253617,0.046421843801951794,0.041132506590491565,0.03883039197784059,0.036164621482091805,0.049606266509063246,0.04693340061954599,0.03501813419478577,0.03791622125330091,0.035207176784866706,0.04953697496477277,0.041445346076296484,0.04512676950760332,0.044222817911411194,0.04299991637218759
35 t/m 44_10-19 km,0.038374259674048276,0.02692038033006057,0.02653017764870484,0.03197081655719633,0.018029374403539453,0.046118337772669465,0.039025772457524185,0.028918165752071248,0.028350908581486742,0.030010046133818934,0.046918743808702035,0.05832492881560077,0.040933899606232366,0.04445943619008242,0.04072069532469942,0.04812244029177604,0.04806551752295862,0.042657567147600585,0.04529822653706944,0.041470542497804595,0.04454754583245668,0.046281966752641825,0.04671106954241282,0.04451962017416,0.04671956064468226
35 t/m 44_20-29 km,0.03807252187404717,0.03343588565094476,0.027811415053244703,0.035523224509058024,0.024658455099180698,0.044541030996487936,0.043338285381955,0.033421588046449,0.03329186202455296,0.03756714769165464,0.042948998308843855,0.04228895889862853,0.06025569372024452,0.044822411420936466,0.03900681696638013,0.0426672747455724,0.0432025328208197,0.03739395849855776,0.04384061031960705,0.040516669011703525,0.04298276238777471,0.04099828670091215,0.04063722261878177,0.04430502098720958,0.04247136626645292
35 t/m 44_30-49 km,0.03489688506528358,0.03229783142128,0.0264613332574264,0.029854159708830052,0.023156143878015793,0.046414695422621284,0.04364633295100288,0.039924250744574764,0.033707135161968084,0.0302993786084821,0.039957736932557525,0.04526568216490435,0.0441729560310536,0.05938261742164394,0.04391125887216592,0.043034494444093116,0.044549672633251464,0.037707272905887206,0.047987336612069276,0.0458453005511456,0.037827333722585364,0.045164129653662274,0.0406011788233223,0.03991861852925337,0.0440162644829197
35 t/m 44_more than 50,0.03610764749730995,0.031939438016334774,0.03684116122679135,0.03198672569899835,0.020255633608402747,0.048735712574979016,0.038045970973565366,0.03837918654847056,0.030444058126755456,0.02739413981486531,0.040153789432942795,0.044733595724035964,0.04147775695129574,0.047379382090944985,0.06407267276420259,0.03877158449359858,0.04425119228051907,0.036902292288866,0.04165439652031668,0.04825475596411024,0.037044780950532895,0.0422398239494888,0.047390448220910784,0.042074961829574424,0.043468892452187435
45 t/m 54_Less than 10 km,0.04349348523351824,0.02961769232047985,0.026504378975242132,0.032273888976206803,0.01872743578033073,0.046678991291919006,0.043388172173539026,0.0314953677496267,0.02412102658980073,0.02925250024108777,0.050176587157157185,0.04816019413670715,0.041332494590276346,0.042301149895977164,0.03532120514351426,0.058370686892389285,0.04958594215392814,0.04085760552338064,0.04161864580190399,0.03665570811317355,0.050835820204339514,0.04713556570635073,0.04424065848569197,0.04510935030210231,0.042745446561356606
45 t/m 54_10-19 km,0.039808232027782844,0.028490243698354883,0.031342178874136956,0.03355075133180436,0.02104673918914633,0.04685650288496335,0.040640145931538085,0.03287321656364773,0.028713204304042485,0.031258956200472636,0.04598289864359437,0.04659335192090119,0.040537379184502904,0.042416001935610244,0.03904781033408869,0.0480295275625215,0.056538534777426465,0.04017962669783187,0.042952813964218156,0.03963439785560027,0.04612909845616342,0.044901826946950954,0.044128594258611445,0.0441802660996544,0.04416770035643449
45 t/m 54_20-29 km,0.03621705263987212,0.029563734029307644,0.026526810922593336,0.02926747371463334,0.01703534839609759,0.04660830953086342,0.033815824084582904,0.035146086182792795,0.02386977347766642,0.023188505084431554,0.041225148560362614,0.04968683343194749,0.04216021384446276,0.04313852009208572,0.03912730698876252,0.04755296063500361,0.04827928194914848,0.06793591891829107,0.045800878519813536,0.04172852464306606,0.045395953498656126,0.05176275816510442,0.04700814790890355,0.044528331247024426,0.04343030353452658
45 t/m 54_30-49 km,0.03360972612904179,0.02981225245048952,0.024989307030301812,0.030753585418859558,0.01934093091901208,0.04446211157521963,0.04181124953551914,0.03640234050860989,0.03448839226766842,0.03034744901258191,0.04076370709622142,0.04818433092951503,0.045139563134659416,0.050135593589548874,0.04033358793762571,0.044235607085762706,0.047133091083726666,0.04182666184285819,0.06204100880619442,0.03846538281915155,0.040066346368887236,0.04498528804940366,0.04260619757924766,0.044091396102812284,0.04397489272708148
45 t/m 54_more than 50,0.0342507205810148,0.03369888247591831,0.033021092860603715,0.03196799421913514,0.023962833662648928,0.04954082611024962,0.03832298554931723,0.03669786163392922,0.03295545447501621,0.03177581065480484,0.038559401425356674,0.044938110647053955,0.042497653653157774,0.048793817560908746,0.04759886454218336,0.03968954494604959,0.04430543707369932,0.03882065742814239,0.03918506017900843,0.0632017800282156,0.03652840754569132,0.04231033237579535,0.043705713077760486,0.039890614235617176,0.04378014305872179
55 t/m 70_Less than 10 km,0.046187851177165715,0.02728278728796423,0.026848331459771693,0.03355262991429038,0.018821031653833743,0.04471538435969078,0.042544819353849135,0.02957302788141815,0.022795948573399206,0.03190051106780951,0.05183035953516599,0.046116308149769275,0.043070627467159034,0.03846195552247576,0.03490914055942098,0.05258477228570302,0.04926237933400336,0.040346201659066674,0.038992928801087505,0.03489686361527939,0.0603788680119367,0.04622402183560438,0.04728831490788342,0.043743217239614725,0.047671718346637325
55 t/m 70_10-19 km,0.03591055080334643,0.028739761331068717,0.026334531323074166,0.030408150171057566,0.016433877420841944,0.04450844598131705,0.04012005487918743,0.03475384242913296,0.024388835971894854,0.023466031020492592,0.04380569601988407,0.048399695659941754,0.04150043600960432,0.04638946367034578,0.04021002108606592,0.04925371146309848,0.048440041281492645,0.04647324493269502,0.044225901763884495,0.04083214257828011,0.04669472319533489,0.06099370882724447,0.04843824104799596,0.044830850273177604,0.04444804085954081
55 t/m 70_20-29 km,0.038672153596286826,0.025690495936833393,0.030185986757005626,0.03092796237064697,0.014532302509969328,0.04612715130349312,0.03900222325977346,0.028649121917959354,0.025049554347159313,0.027130303861773838,0.04772581620512396,0.048878170403570384,0.041159991310121,0.04172810418921205,0.04514059951059222,0.04625685753148786,0.04763485973399967,0.04223018982219657,0.04191247169631574,0.04220445023587552,0.047798934858632486,0.048467728787115354,0.06103083995618121,0.04539323789823848,0.04647049200043622
55 t/m 70_30-49 km,0.038960868971469075,0.03139007313645019,0.029847368779958965,0.036220240629849,0.017020207425284123,0.04536622740083558,0.04176191811020476,0.02946341876435737,0.030489427863172356,0.030285097653497885,0.046197033875587254,0.04601454584120572,0.04432541013355032,0.04052416490091117,0.03958665414277386,0.046587528885058564,0.04710659191671159,0.03951253308566316,0.042842312670780515,0.0380486559853181,0.0436740695991528,0.044308784929700876,0.04483732781243729,0.06028342335742221,0.045346114128647134
55 t/m 70_more than 50,0.04090734268021493,0.029661469838787296,0.027706384695646707,0.03531898496183566,0.021273149052859274,0.04495124485101431,0.04197766853395651,0.029160423194560768,0.02947961208484782,0.034900189476802165,0.043996770193584604,0.047296384729982065,0.04161803334658937,0.04376604061259993,0.04005798934581732,0.043239281334490245,0.046125772326028554,0.03774651170743439,0.04185133831300267,0.04090075067415211,0.04661860272941551,0.04302798352723609,0.04495845062610068,0.04441458232821081,0.059045038834830255
