,18 t/m 24_Less than 10 km,18 t/m 24_10-19 km,18 t/m 24_20-29 km,18 t/m 24_30-49 km,18 t/m 24_more than 50,25 t/m 34_Less than 10 km,25 t/m 34_10-19 km,25 t/m 34_20-29 km,25 t/m 34_30-49 km,25 t/m 34_more than 50,35 t/m 44_Less than 10 km,35 t/m 44_10-19 km,35 t/m 44_20-29 km,35 t/m 44_30-49 km,35 t/m 44_more than 50,45 t/m 54_Less than 10 km,45 t/m 54_10-19 km,45 t/m 54_20-29 km,45 t/m 54_30-49 km,45 t/m 54_more than 50,55 t/m 70_Less than 10 km,55 t/m 70_10-19 km,55 t/m 70_20-29 km,55 t/m 70_30-49 km,55 t/m 70_more than 50
45 t/m 54_Less than 10 km,0.04051333779268777,0.02806707724774883,0.0272662801989654,0.0244175540985865,0.01054907654576088,0.04602988039817936,0.03741305998014162,0.03878668124820622,0.02468799232301926,0.03840302259506823,0.049212675509052874,0.04581552814551662,0.04095856147496831,0.0428863311508336,0.03238190386203355,0.060825032434145276,0.05151318574986941,0.05041851878547441,0.042950734872364026,0.038035206358159414,0.05345351288507723,0.048699418369390186,0.0439820385178225,0.04673520191604737,0.035998187540881174
45 t/m 54_10-19 km,0.04023590806769371,0.02756459509340579,0.02727492785299186,0.025089054961277477,0.011674183919014642,0.045077155144899496,0.036705218395149314,0.03851708798215224,0.026636711889680934,0.03947112462217481,0.0460646191985171,0.04116675113243098,0.04045566527740189,0.04717435521332463,0.035467861503743196,0.05083219747258835,0.06002094444288766,0.048890322298527314,0.0434868430738428,0.039240939921985324,0.05134660389308226,0.050702479631048264,0.04465107237810004,0.04457893018285606,0.03767444645122389
45 t/m 54_20-29 km,0.038880297602049196,0.028075819567589616,0.028026928444638742,0.02360619373783786,0.011382991787024935,0.04462424435168788,0.03499652517109282,0.03557877028834221,0.024546903007865006,0.042327036487842154,0.04699353932866835,0.044375289214053,0.042276888613552686,0.04496978632448482,0.03309581067129891,0.05353930964737094,0.05261203603313002,0.06458996266152292,0.04409874389523919,0.04021506086741008,0.05008307468868241,0.046551795365309484,0.04311808173223816,0.044776631022846826,0.03665827948822179
45 t/m 54_30-49 km,0.032747784619497,0.02505177993626059,0.03051093511486741,0.026479014025267533,0.012164756372874182,0.036546225242959536,0.03807411344627355,0.03724566877331422,0.03053515405461328,0.04179243624054661,0.04288123846112192,0.0379554498518015,0.04461604486726982,0.05045635467425056,0.037981309661721065,0.04394731837811607,0.04509196764138943,0.04249181833532158,0.0622363522693201,0.046013360888097425,0.0488110981781139,0.048548001162005465,0.04516628849276164,0.047264586495329663,0.045390942816905845
45 t/m 54_more than 50,0.02894249542060821,0.025442460528167524,0.02457712701535073,0.022617328349308814,0.007470315370677019,0.03223086007305457,0.03297324739116232,0.03327513264041837,0.02314149923308939,0.04477137913955737,0.033578761295241365,0.04397480667577584,0.042986595742589014,0.049503894555871356,0.05251132629447995,0.042167152871588835,0.04408668327011604,0.04198503771452558,0.04985522451975422,0.06743274683245518,0.05176726758564836,0.04851127813794724,0.05208601041393548,0.052945647230442906,0.05116572169823421
55 t/m 70_Less than 10 km,0.034038808777350625,0.024619349900957616,0.02499715144772467,0.02387444232367954,0.009343491821086692,0.040168063259621495,0.03749649740833796,0.03497701295776552,0.023442513913710713,0.04026252918961121,0.04438028600118656,0.04247635959932042,0.04163893866428045,0.04555254277576544,0.038328454221345655,0.05163315419617258,0.0502624499013821,0.045557585977029455,0.046079653237843445,0.045104424448778165,0.05875363674248224,0.05203242082591514,0.04900410810729559,0.05231970667708943,0.04365641762426739
55 t/m 70_10-19 km,0.037035769705898405,0.026077744843860513,0.02785098901305232,0.02863274191948609,0.012391028289287415,0.04045207350686467,0.03843528989137772,0.03856065094869496,0.026771395076460848,0.04184560426436837,0.04422332312355418,0.03568124194233958,0.039399981485402025,0.04693355880537153,0.04000327841012674,0.04683028214833223,0.049409643866075915,0.04215574325521437,0.04562601853340729,0.042078206023955005,0.05179938785694409,0.0584905020623997,0.044143888822548376,0.04808660071847942,0.04708505548649831
55 t/m 70_20-29 km,0.03295831494570399,0.025962082766945848,0.02393140438518297,0.02033430746241835,0.0070480694900287135,0.03612449033278587,0.030704602880124193,0.03617940800813915,0.020683799577234242,0.03954249149813306,0.037725025614326606,0.050249982893156034,0.04159232750381808,0.04542493415594502,0.03944614606086928,0.048062525103998735,0.049447307394934796,0.04437189499229489,0.0482373956944692,0.05134094063837015,0.05543847996422935,0.05016476923391679,0.06646814806305569,0.05268528067286824,0.04587587066705074
55 t/m 70_30-49 km,0.0298952867564389,0.02457964795827965,0.022395461795298523,0.0210771606565179,0.00703556630266179,0.03593893324998191,0.03466937550788264,0.034846180076882505,0.02126204422585293,0.03947827746883198,0.03911270158933111,0.04371677318004746,0.04012506008897689,0.04505695369210842,0.04377280520607258,0.04941161923124579,0.04776327845525462,0.04458139898407561,0.04883813199267113,0.05049248240311772,0.05726613313284539,0.05286960189296939,0.05097333294167347,0.06430834187392656,0.050533451337055016
55 t/m 70_more than 50,0.02552937411970209,0.019560778840903452,0.02273247880709363,0.02440957667175215,0.00929788973126258,0.030095024212062917,0.03529527400950016,0.031690228403091526,0.024235249518796496,0.040840984764481524,0.037841898073317,0.034147708659097144,0.04022285096305293,0.04826293339433181,0.050096541288124706,0.042627948062528474,0.04521059233531858,0.04087927514872868,0.05253167094669398,0.05465179057786958,0.05351918403683025,0.057982091812663956,0.04971264641010713,0.05659887394206482,0.07202713527062442
