,18 t/m 24_less than 4.999,18 t/m 24_5.000-9.999,18 t/m 24_10.000-19.999,18 t/m 24_20.000-29.999,18 t/m 24_more than 30.000,25 t/m 34_less than 4.999,25 t/m 34_5.000-9.999,25 t/m 34_10.000-19.999,25 t/m 34_20.000-29.999,25 t/m 34_more than 30.000,35 t/m 44_less than 4.999,35 t/m 44_5.000-9.999,35 t/m 44_10.000-19.999,35 t/m 44_20.000-29.999,35 t/m 44_more than 30.000,45 t/m 54_less than 4.999,45 t/m 54_5.000-9.999,45 t/m 54_10.000-19.999,45 t/m 54_20.000-29.999,45 t/m 54_more than 30.000,55 t/m 70_less than 4.999,55 t/m 70_5.000-9.999,55 t/m 70_10.000-19.999,55 t/m 70_20.000-29.999,55 t/m 70_more than 30.000
35 t/m 44_less than 4.999,0.04355378475390311,0.03796928936204171,0.036821604157331184,0.03581481966629945,0.0326925265247455,0.049069477523801565,0.042258534290407566,0.04781570904894882,0.046078626681132405,0.024534533440178637,0.061342912070014605,0.04946415282416619,0.042613691559345475,0.03226373265100181,0.03162837335981221,0.05129722937869931,0.039623561989525165,0.03892092159384115,0.030189112624588538,0.03125419784541544,0.0500950413343708,0.03927897489700556,0.03754155235320937,0.03738369083879457,0.030493949231419803
35 t/m 44_5.000-9.999,0.04458922740220876,0.0325762594311678,0.04029532949235263,0.03328521609826767,0.030724018761026723,0.04669489418211549,0.03998192236947829,0.04642303935345914,0.04350285545313213,0.029045100981108015,0.04700176506764386,0.05828918473402689,0.045505927405743246,0.036624292313718804,0.03417993087802484,0.042717188091938765,0.038369454515239966,0.041866422474216625,0.03597757506952752,0.03444576066288316,0.047084810589936764,0.04165385942934626,0.03987358204924431,0.03868293811370336,0.030609445080489052
35 t/m 44_10.000-19.999,0.04027138402288415,0.0237703301854382,0.042376265319713974,0.02337134249118633,0.020979001004140862,0.039737903529884946,0.04467333484289538,0.03902151651740011,0.03797937856918579,0.035187569196270564,0.03928610765862333,0.04415035722971953,0.056552815761570535,0.04281247379897448,0.03932141209811805,0.03712716204477956,0.046968734765929804,0.04855163517894048,0.045852073446704104,0.0387427819648296,0.04624126952379743,0.044721388049052284,0.046704802072688116,0.03981245702544184,0.03578650370183051
35 t/m 44_20.000-29.999,0.03727504348125086,0.02003254483256234,0.04051374403990969,0.021095345301527357,0.02141950146040542,0.031376514647530836,0.035527396951177896,0.03341443791890285,0.03737281152752127,0.039205859804000424,0.033741373928905305,0.04030823687372952,0.04856558576273205,0.06415234580671039,0.04881970024957571,0.028644862865120045,0.03880047660874435,0.05286269593047559,0.0529447495922154,0.04534920238310477,0.04037127215662129,0.04654768541390184,0.0495674748255558,0.0451463246008507,0.046944813036968305
35 t/m 44_more than 30.000,0.03558700859201246,0.023355542640219124,0.044616146968886904,0.02255522067825554,0.021454538934659702,0.03240789908222807,0.0367299459022245,0.03465632834206836,0.03943154670562262,0.041159686581103166,0.03371930530948041,0.03834858552935672,0.04547168242788238,0.04976783148730171,0.06539825355956005,0.029901999987098624,0.03631705223689359,0.048572466034049695,0.04728146904289143,0.049799256381442905,0.038480316518718936,0.04528578978516749,0.04625327812754123,0.04579736927173167,0.04765147987360273
45 t/m 54_less than 4.999,0.04189772384071069,0.03769561926096254,0.03571166174248654,0.03724247526561333,0.03162455217655879,0.05390961539313794,0.04258339543069068,0.04606269794152302,0.04293320376799827,0.02207712366637038,0.05490423506142006,0.04811616451677028,0.043103629934735405,0.029316392739822245,0.03001998088448032,0.06565628796011794,0.04092581541628736,0.038598242262886176,0.030847449064245153,0.0289666921776636,0.054800043126994734,0.04062991001541492,0.037825993650023225,0.036182957433678005,0.028368137269408438
45 t/m 54_5.000-9.999,0.0370943123681451,0.02108913914405829,0.03850478408059677,0.01904819563855523,0.017306750309731177,0.03733330423431478,0.04798873029841766,0.035814669211581565,0.034433100949315655,0.02876538848822952,0.04197331125280104,0.04277418570206638,0.05396829958962349,0.03930145468415003,0.036085152625433235,0.040504672271472454,0.0649806582797526,0.05166447466268497,0.045532583860967424,0.0378426405795235,0.04975382036418675,0.05050879068311951,0.049111232649915154,0.04215597211601353,0.03646437595534427
45 t/m 54_10.000-19.999,0.034436713630791,0.01970902528626332,0.038473274287178526,0.018718331273638228,0.017067310090667184,0.03349044731483027,0.04344810138609185,0.03303901980187194,0.03409306814728989,0.032066791389044016,0.037368680995540395,0.04230258561306341,0.05056367956387881,0.04853173403298468,0.04374345127121801,0.03462423964782177,0.046827066671350046,0.058896439719572174,0.051821016163599076,0.04041578610529424,0.04501987141109248,0.051134971893234175,0.052026217197134406,0.04731039782093226,0.044871779285617835
45 t/m 54_20.000-29.999,0.0359818061218968,0.01662613701904687,0.039216552311379785,0.0169648869001436,0.014972847355562847,0.032218634657725176,0.04129456822591463,0.029953443794221282,0.03267419606186745,0.03864604482493461,0.0318497625105904,0.039945158308193084,0.05247168198748144,0.0534109861741073,0.04678913868698781,0.030406271588891046,0.04534803041318206,0.05694257755951418,0.06471727756405438,0.04016597848323509,0.04397305705123417,0.05065294933344834,0.0541752528454435,0.04523884401774492,0.04536391620319914
45 t/m 54_more than 30.000,0.03199091108907769,0.021803169769551305,0.03741906860362582,0.021132287010227013,0.022598166650008966,0.032670850780800585,0.033553924127277375,0.037453851749071336,0.04149508316862091,0.03166452844842787,0.03482447955719002,0.04039135897161991,0.0468249406784294,0.048316757134362905,0.05204720037130632,0.030155271692238084,0.03980503343232202,0.04690321953076783,0.04242079255608542,0.0683503380226437,0.0388771806528142,0.04624430037928244,0.04946029147556536,0.05236798259512814,0.051229011553555366
55 t/m 70_less than 4.999,0.04223544771065772,0.027305911546880852,0.03629583163809012,0.02756394052275158,0.024315838159952148,0.04736844659700654,0.043890757492617206,0.04038651333162343,0.03908508585595549,0.02816524043573578,0.04807712721505523,0.04755552772178832,0.04813751581360737,0.03704828015831448,0.03464022016538215,0.04913746345619863,0.04507653097264375,0.04500112452394744,0.040001343533752176,0.03348592149351733,0.058871914440532934,0.0448205218937726,0.04198447397473915,0.03785500044730522,0.03169402089817228
55 t/m 70_5.000-9.999,0.03427953843208374,0.020279569566326632,0.03941550180518894,0.019786237857986527,0.017631703689779572,0.03564675853902614,0.0397386118544298,0.03495949903085938,0.03636425832223592,0.025485087998861487,0.03880980280458128,0.043312469484685846,0.04792992189404942,0.04397757004750163,0.041970242202636565,0.03750724931494589,0.04711167483595296,0.05262288558353286,0.04743841587503235,0.041007493692911734,0.04614391411929687,0.060610194821492894,0.05480706431607576,0.04843034434363197,0.044733989566893756
55 t/m 70_10.000-19.999,0.032058093189110314,0.01859326091576425,0.03666906530923366,0.01841701824352228,0.01666426904877863,0.03317424576946369,0.038319234965678614,0.0329755534290451,0.035825597167482175,0.027770118182319926,0.03714987592626006,0.04152472844287628,0.05013220794177566,0.046902261415553266,0.042932472169213816,0.034972248034173384,0.045878188116968054,0.05362196648621162,0.05081480191646675,0.04392639215512251,0.04329024934170538,0.05489090484343416,0.06070291262640621,0.052753691247585284,0.05004064311584898
55 t/m 70_20.000-29.999,0.03036042689469711,0.020442530736485286,0.034254626171508436,0.01911551590879913,0.019240999509103105,0.03275412341681159,0.03727968416476209,0.03469184167279986,0.037356678849011546,0.026674609216440204,0.039239658511283776,0.04273059140350549,0.04532858679669168,0.04531242343271824,0.045090163760038285,0.035484212208906823,0.041771727260199606,0.05172196179148665,0.04500893025003918,0.04933244139925903,0.04140211512376038,0.05144928085479085,0.055956527448604146,0.06438837010756471,0.05361197311073286
55 t/m 70_more than 30.000,0.026397357362932392,0.017181100621378596,0.03545012093836407,0.017160524719599606,0.01624068340889421,0.028654085605096923,0.034589449714413946,0.029707443985487064,0.035238706724480665,0.029630122244362303,0.03537634376405596,0.03737069173418412,0.04503277384011992,0.05207613375120831,0.051853001849613084,0.03074809088307186,0.0399345082010277,0.05421855136690333,0.049883160453340465,0.053338275616434144,0.03831182521234306,0.05252373646628933,0.05866472163701178,0.05925404743857928,0.07116454246080788
