,18 t/m 24_less than 4.999,18 t/m 24_5.000-9.999,18 t/m 24_10.000-19.999,18 t/m 24_20.000-29.999,18 t/m 24_more than 30.000,25 t/m 34_less than 4.999,25 t/m 34_5.000-9.999,25 t/m 34_10.000-19.999,25 t/m 34_20.000-29.999,25 t/m 34_more than 30.000,35 t/m 44_less than 4.999,35 t/m 44_5.000-9.999,35 t/m 44_10.000-19.999,35 t/m 44_20.000-29.999,35 t/m 44_more than 30.000,45 t/m 54_less than 4.999,45 t/m 54_5.000-9.999,45 t/m 54_10.000-19.999,45 t/m 54_20.000-29.999,45 t/m 54_more than 30.000,55 t/m 70_less than 4.999,55 t/m 70_5.000-9.999,55 t/m 70_10.000-19.999,55 t/m 70_20.000-29.999,55 t/m 70_more than 30.000
35 t/m 44_10.000-19.999,0.03260587793366714,0.027714040090067657,0.031000204372189345,0.02907191542835671,0.02575896523427987,0.04593103592125928,0.040719492927133116,0.04549841971672479,0.03891202276124583,0.030579381274624833,0.04405741409309605,0.0454772834364723,0.060891656543933324,0.03974021676825006,0.042600304775440696,0.03963762916344425,0.04949334671999221,0.04301784919424126,0.03029097783042044,0.04592070372173808,0.03703842783343373,0.04527936950447325,0.04843129805903706,0.03983666391747695,0.04049550277900185
35 t/m 44_20.000-29.999,0.03305889067116435,0.028887752259421896,0.029220597372467003,0.03222754971089941,0.02788132495130895,0.04556372577257059,0.032828387415342525,0.039073314409791504,0.030219312768298163,0.03273379466820193,0.040277421808627804,0.045915795075063756,0.042256645348408256,0.06474743583456748,0.04835494653810841,0.04395101040274237,0.04111693610424094,0.04309078781744864,0.03712538949282735,0.04432180919320826,0.03869794243252246,0.04269731012197446,0.04854516389334734,0.0408049809585854,0.04640177497886077
35 t/m 44_more than 30.000,0.03140334301057896,0.03320980777557582,0.031496016913476976,0.03709094846620568,0.033088542780326226,0.042966462721090594,0.03590973463336772,0.041676562525215,0.03567167682541871,0.03683409144278216,0.04068434846020563,0.04119193595117282,0.043362157960527885,0.04628862748702417,0.06198062768458054,0.03882747250284077,0.03842046444271805,0.04631423432198108,0.03194661042917335,0.04239648097482027,0.034446813225440694,0.043215617249063615,0.04649906206850657,0.040289093450905804,0.04478926669700096
45 t/m 54_less than 4.999,0.0476990021404222,0.02787803139949711,0.030061799050242696,0.03456824232268174,0.026139400686101013,0.05065536264492891,0.03945484439843369,0.04018005305283912,0.03363187070829811,0.02715289523961786,0.05169844576846586,0.038985412706500806,0.039050634093544485,0.040721568609360374,0.03758039666667701,0.05998990982134471,0.0444445806873183,0.03217385729918757,0.033916722886802024,0.04069802630526327,0.05485026817409724,0.04067699301849223,0.04070449906830341,0.04475648749856257,0.042330695753017684
45 t/m 54_5.000-9.999,0.03711283198389951,0.024376076462816098,0.0324087051167541,0.02772584320093887,0.020025477047381026,0.047745499743947296,0.04167148751221044,0.04024737821692303,0.03675526645186434,0.026585506346270733,0.04824702561716072,0.04119702017289557,0.04962447238034824,0.03877082486223287,0.03784543576092966,0.04523217525558114,0.0610529804228714,0.03906854136509476,0.035502391036529954,0.044452900492811774,0.044355428891254885,0.048678606782433236,0.047789517516995325,0.04433403463483171,0.03919457272502338
45 t/m 54_10.000-19.999,0.02638473585177936,0.034806314891741755,0.029460165306601893,0.03160810948420941,0.02926443722930888,0.042692592248097565,0.03726899395120305,0.039740694332286525,0.034292349492909574,0.036666641301395256,0.04093888958162583,0.045763506228948835,0.0455830878197679,0.04294125152764766,0.04821379933439015,0.034604912836662616,0.041288885931969665,0.06452274531904834,0.03397207238004749,0.04674515038979842,0.030904404860341565,0.04661423034549679,0.05034733565786753,0.040861193865193705,0.04451349983166008
45 t/m 54_20.000-29.999,0.034800454227409974,0.026518097392627678,0.02572095009613395,0.033438966620413534,0.017367046287476377,0.042514329626486366,0.02925865093625803,0.0391129761375977,0.027198679461353334,0.023630685804013576,0.0443194155996293,0.04376844176655353,0.03922876586130708,0.04521656700345328,0.04064601350627747,0.044584593915578646,0.04585639131867283,0.041520095580394316,0.07885861429901328,0.04068020699123565,0.0408992822687439,0.04947772050119752,0.04892895600510669,0.05217393103083159,0.04428016776223442
45 t/m 54_more than 30.000,0.03500364169408331,0.034326253785761346,0.032024586384240675,0.0344838851340883,0.03049746788528318,0.04603528406477358,0.043221710596405366,0.044097115070736555,0.03778232457306097,0.03396962555337339,0.04217185428913525,0.04224176458280454,0.044701983052706236,0.04057616049081722,0.04054617440916519,0.04021343602507891,0.04315879170030735,0.04294373039569028,0.030578069009304557,0.059275611614583744,0.036183873987109344,0.03968568629595048,0.04382529194863209,0.041197368335064107,0.041258309121844035
55 t/m 70_less than 4.999,0.0481459472768265,0.028347167654106276,0.031024238413156827,0.03396003317547492,0.024081866884252234,0.04958069209331647,0.03884451475182045,0.040347002531440246,0.03252865237321355,0.024851816305360572,0.05403221075178778,0.03924727890107679,0.038709068557984755,0.03803498651698713,0.03536804435277622,0.05818600132480921,0.04623361791360901,0.030480740491234823,0.03300536285620726,0.03884695520723198,0.06363821159927079,0.04318647065421566,0.042267444724575484,0.04382856315383914,0.04322311153542591
55 t/m 70_5.000-9.999,0.031500505740858165,0.02683301183695916,0.027664502704228915,0.027509656088485206,0.02352300123156127,0.04347002750240675,0.03838071550540903,0.03817057102677133,0.03265413190018063,0.02742089123821375,0.04661734194957012,0.04512550900907563,0.0461651267188645,0.040940146479660405,0.0432868716666243,0.04209612128949811,0.04949971750187901,0.044851516379943446,0.0389522000316907,0.0415651451583674,0.042130944697509935,0.062082822071860895,0.05152580534855672,0.04418979772438817,0.04384391919743655
55 t/m 70_10.000-19.999,0.03151231941972967,0.028379089332224675,0.028631778105871586,0.028762063536316017,0.023035397377402417,0.043982743919579695,0.03641287339077058,0.039446029310666826,0.03443298620277523,0.028478750636635936,0.04343017160140134,0.047074476413391325,0.04709898449431909,0.04439832858405064,0.04442541014870455,0.040179768355672274,0.04635205566673419,0.04620690487900542,0.036741766363291406,0.043781637153562536,0.03933066145256621,0.04914694890788503,0.05921656660740637,0.042852361668270174,0.046689926471766695
55 t/m 70_20.000-29.999,0.03530232584544737,0.024847948901611617,0.02755022430887835,0.03524177667444055,0.0230094730847297,0.043799474213513594,0.03445232828976735,0.04380327868484241,0.03383544281847745,0.027882165359423436,0.04529144047049928,0.04090741747030244,0.04136571201481689,0.03984794571753332,0.04110047649026064,0.04717295890446245,0.045914062172432886,0.040041795703934714,0.041833071210839824,0.04394492849374664,0.04354663472282023,0.04500553149340209,0.045755875525421916,0.06322885706291383,0.04531885436548105
55 t/m 70_more than 30.000,0.03360856526114405,0.03320745317718048,0.03109753960682313,0.035365499629707,0.02803054051765088,0.04319185451067953,0.03512372233946073,0.04319762174796913,0.03003483297354321,0.02976840898351773,0.042728483941475985,0.04851676967216228,0.0405273539234647,0.043672822703147325,0.04403694926314755,0.043000790589539324,0.03912175306017851,0.04204149458545474,0.03421837323225061,0.04241647994031756,0.041390178945915825,0.043036521476890834,0.048048430886832465,0.043678009047204425,0.060939549984341944
