,18 t/m 24_less than 4.999,18 t/m 24_5.000-9.999,18 t/m 24_10.000-19.999,18 t/m 24_20.000-29.999,18 t/m 24_more than 30.000,25 t/m 34_less than 4.999,25 t/m 34_5.000-9.999,25 t/m 34_10.000-19.999,25 t/m 34_20.000-29.999,25 t/m 34_more than 30.000,35 t/m 44_less than 4.999,35 t/m 44_5.000-9.999,35 t/m 44_10.000-19.999,35 t/m 44_20.000-29.999,35 t/m 44_more than 30.000,45 t/m 54_less than 4.999,45 t/m 54_5.000-9.999,45 t/m 54_10.000-19.999,45 t/m 54_20.000-29.999,45 t/m 54_more than 30.000,55 t/m 70_less than 4.999,55 t/m 70_5.000-9.999,55 t/m 70_10.000-19.999,55 t/m 70_20.000-29.999,55 t/m 70_more than 30.000
35 t/m 44_less than 4.999,0.03938708235565337,0.0288791483743088,0.034426129668598655,0.04241479687068056,0.026112268939444155,0.04626725284662463,0.04595064152709602,0.04097589459325696,0.043393923927233964,0.03583680092939905,0.06349175267312812,0.04590091516016656,0.042489307478636065,0.04493261762360115,0.02722767749930908,0.0531895305283347,0.04964746329912199,0.04350601701999455,0.02739098954501433,0.023057638421897248,0.05159071971343431,0.04599508419815782,0.04117302413979736,0.03664052472414644,0.02012279794296428
35 t/m 44_5.000-9.999,0.03634315517694073,0.0312594559535305,0.0361335016564549,0.03255695353675408,0.03184522012979746,0.04552425156782473,0.0466184966407611,0.04909695236371005,0.03784996702268708,0.02922387357204871,0.0423646255404886,0.05860023307859095,0.04411501532596099,0.044340528535340436,0.03587137378202141,0.042665688100777206,0.043488880109694594,0.045087474466523315,0.033016577564196466,0.030384485540996133,0.03945301695122956,0.047702374844183375,0.045295412820259826,0.04007300782756341,0.031089477891664483
35 t/m 44_10.000-19.999,0.030516117829216077,0.03060838224017382,0.03986386137361286,0.029559622277698348,0.03012118325345892,0.03643707546607494,0.04496833721468708,0.047285690644866284,0.03882319471932562,0.030800902138672332,0.037370995358563454,0.04203968172409802,0.05584346122015677,0.04524970568579838,0.03855068745217423,0.04009631984454933,0.042060357421210684,0.048636480267644826,0.039743665833268146,0.0373893641392662,0.03862833264898064,0.04880667112075305,0.04749131755737742,0.04365892370488421,0.035449668863488396
35 t/m 44_20.000-29.999,0.03277448480172611,0.02969266702703134,0.037018078668107156,0.037081662477616864,0.030289057174749258,0.03967176843694069,0.04659296520874714,0.045712670956452435,0.040346835407752565,0.030136712965705463,0.040934282674455494,0.04376675041567363,0.04686905646474476,0.05784193062576674,0.03832508262539037,0.04271267023067349,0.042458438925401375,0.044204258932781626,0.037304090814926784,0.032849463368801485,0.04089223465413205,0.04752557164735014,0.044473674652708906,0.04001701525191018,0.030508575590453935
35 t/m 44_more than 30.000,0.038024665710207746,0.04139514618765728,0.03837292930986963,0.024490075620842572,0.025307697673881982,0.042432736003293954,0.041968763426514774,0.05286178345841429,0.03319090971653486,0.025571902125156896,0.02966496123515513,0.04234471059477654,0.047754060103036546,0.04583432317892793,0.06917521268011925,0.0320302473726321,0.033481720309299516,0.041193778074446616,0.044176634302655685,0.04515314756376071,0.02656425261585784,0.0430439623513976,0.0454188078539088,0.04537829239029403,0.045169280141357675
45 t/m 54_less than 4.999,0.034446324057292255,0.02802184802629457,0.03589372589097257,0.03724338757017528,0.029557743963841202,0.04251186286670335,0.04625833986187626,0.040239411941533354,0.044925827905871206,0.03721731304581222,0.050392565618650444,0.0437962614341644,0.043190657359973995,0.04441928577538233,0.02785270750560455,0.06015304668123204,0.050242043776575124,0.04412946307660484,0.028707011315635536,0.024991711634457014,0.05426399868417726,0.04815166429128106,0.04248787199500281,0.03766218727956356,0.02324373844132266
45 t/m 54_5.000-9.999,0.028682228913171345,0.027209163770531886,0.030334856394600276,0.032467691642356494,0.03088030607933287,0.03697972808313858,0.04933785035930004,0.04223420800593136,0.04212512952705066,0.030229622582107665,0.04649463465360929,0.044126753094201235,0.044784086752771804,0.043645988506468926,0.02877930838922371,0.04966297829410646,0.05945975177560823,0.04980162979999654,0.03699513525510492,0.030663927714790082,0.04808855481289013,0.04990759422020782,0.04811216001678357,0.04328382789646288,0.025712883460253216
45 t/m 54_10.000-19.999,0.0273248816603867,0.02704789940568996,0.03357863063396436,0.02804793512097129,0.030388352107254327,0.033809333405211,0.044074191440972486,0.04582067065165867,0.04135657883034781,0.02923323575736411,0.03851733949687862,0.04324947479405843,0.04895691937224033,0.04295815353648804,0.03347382904796901,0.04123778087721294,0.04708089777773295,0.056211383171178485,0.04201626743168634,0.03903954921206881,0.040786557186969115,0.051545639870363154,0.050420513316036634,0.04809075522710485,0.03573323066819169
45 t/m 54_20.000-29.999,0.027931420657747525,0.03345181700348268,0.032294646663938664,0.025259919625414747,0.031194177765123725,0.031029172039113533,0.04165195461888533,0.04803311508038887,0.03703797750141879,0.024335893285607743,0.02907463516021677,0.037971397143203606,0.04796444920661437,0.043464786118420765,0.0430393783081511,0.03216282732943912,0.04193198241828504,0.050375232567665296,0.0673944087204372,0.05085558896339188,0.030536147410281166,0.04910170776054548,0.051371234138149514,0.04930848900949736,0.043227641504579715
45 t/m 54_more than 30.000,0.025671296686038722,0.032418481308252874,0.03113277694532064,0.021689838130643832,0.02765352166330364,0.031894869475292735,0.03886883783221986,0.05050778616325758,0.0333569461465088,0.022649770010542313,0.02680484701870801,0.03827087293179735,0.049418729423414014,0.04191807431831573,0.04817850848903652,0.03066579278007784,0.03806453378258421,0.05126209446114098,0.05569685144738482,0.07381010518998365,0.02683231318880498,0.046461773226462236,0.051589246172889694,0.05439198213602031,0.05079015107199862
55 t/m 70_less than 4.999,0.030685827098875913,0.02440379908740193,0.03437103369518377,0.03704734603608724,0.02823686935110119,0.03891994427057697,0.04557070423491324,0.03811935905271708,0.0464610739076026,0.03677961140113325,0.05219490283750716,0.0432468717590357,0.04443318625262896,0.045412131502981755,0.02466726055947251,0.05794660381876599,0.05195082593318067,0.046608658021222264,0.029104771822320376,0.02335157150826263,0.06423530976432572,0.05092490088155863,0.04414079287191642,0.038563641658952916,0.02262300267227515
55 t/m 70_5.000-9.999,0.031054132649392385,0.027494336467491803,0.03455527484981843,0.030133231484290587,0.029244159137236422,0.03825272227485037,0.04404048850568024,0.04529839493528282,0.03930770858848103,0.03003195276013367,0.03938336959905253,0.04425470255788977,0.0475144413976926,0.044668702527205374,0.033828326108752714,0.043518352184351704,0.04563124437840908,0.049852441440946485,0.03960878298605015,0.034221475069159464,0.04309978843944783,0.05436492193914902,0.05039446316037915,0.04579372305779845,0.03445286350105801
55 t/m 70_10.000-19.999,0.029691509705167828,0.027632048680873756,0.03338137965985489,0.02876870527150791,0.026997215611396695,0.035658702959859456,0.04119469307863639,0.045705095609070025,0.037779432857102474,0.02873467096147929,0.036690960808647866,0.04373393068045118,0.04811777350715198,0.04350346685640997,0.03714914828383537,0.03996418721147417,0.045782067024310535,0.05075123609111761,0.04312804434579075,0.03954640331393875,0.03888032983657594,0.05244784976184021,0.05658008994171427,0.051382420261034026,0.03679863768075864
55 t/m 70_20.000-29.999,0.029371398604912172,0.026110912617444415,0.031133217092442673,0.027040056080042157,0.02582899467210287,0.03518345897684514,0.0399654583435363,0.04571621201064658,0.03676671698224332,0.026868701609855484,0.03520626134483278,0.04171844743671301,0.047695371582013465,0.042206316602396245,0.04001964076587322,0.03819648944652914,0.044409727623536226,0.05219307269667172,0.04463477673950791,0.044956718251317,0.036625178983124264,0.05138811938776792,0.05540213016272056,0.06100641993204171,0.040356202054883814
55 t/m 70_more than 30.000,0.02595304193217932,0.02979328794668832,0.03634607274504227,0.020474358991644806,0.026969510190924462,0.03358609525077627,0.03920703006314589,0.0489572569645885,0.03380124055063527,0.025991349337637287,0.024606572996238658,0.041190225317729555,0.04928558737816827,0.04095050233071916,0.05069588962763977,0.030000495886113605,0.03357436225241723,0.0493546519135444,0.0497986713846763,0.0534249055074757,0.027343651256509876,0.04920243962290774,0.05049497829417699,0.05135879555653458,0.07763902670188588
