,18 t/m 24_10.000-19.999,18 t/m 24_20.000-29.999,18 t/m 24_5.000-9.999,18 t/m 24_less than 4.999,18 t/m 24_more than 30.000,25 t/m 34_10.000-19.999,25 t/m 34_20.000-29.999,25 t/m 34_5.000-9.999,25 t/m 34_less than 4.999,25 t/m 34_more than 30.000,35 t/m 44_10.000-19.999,35 t/m 44_20.000-29.999,35 t/m 44_5.000-9.999,35 t/m 44_less than 4.999,35 t/m 44_more than 30.000,45 t/m 54_10.000-19.999,45 t/m 54_20.000-29.999,45 t/m 54_5.000-9.999,45 t/m 54_less than 4.999,45 t/m 54_more than 30.000,55 t/m 70_10.000-19.999,55 t/m 70_20.000-29.999,55 t/m 70_5.000-9.999,55 t/m 70_less than 4.999,55 t/m 70_more than 30.000
35 t/m 44_more than 30.000,0.6761803049876632,0.6001194283529858,0.6226146938650542,0.5577626697050062,0.569158636638774,0.7284483231255664,0.7363751576695667,0.6176014771596511,0.6836896590233064,0.8368725095889551,0.6376964169758337,0.6950394937083452,0.5531939414127612,0.4070483345140701,1.0,0.5086483949770536,0.6183234991845473,0.5460497061957864,0.5157739274289166,0.6049703166357936,0.4365638487622735,0.42074360841536845,0.44897781770309736,0.44620860167789095,0.44469953332856776
45 t/m 54_10.000-19.999,0.5378278345221713,0.4474487486514804,0.41979167100461773,0.40395187336801847,0.32191797170173814,0.6860384568202733,0.6118342143252554,0.574329950092824,0.6422674179882192,0.4544443266504006,0.8583965348805417,0.5007073800599514,0.7432613387045385,0.4193693271713352,0.5086483949770536,1.0,0.7757157342258202,0.8268936625829618,0.7061302584344503,0.7472775284222399,0.8857859587154101,0.8007188713929365,0.9066936213504919,0.6770254451151031,0.7431940104627647
45 t/m 54_20.000-29.999,0.7198582057562678,0.5521718413166544,0.5533053006729148,0.5004964871223438,0.4633744766094392,0.8036452819692871,0.7344672636710037,0.6618579275791481,0.711213798357082,0.6126652407771396,0.8377327629825317,0.6458383760024964,0.7326578637871765,0.49691152173713377,0.6183234991845473,0.7757157342258202,1.0,0.7326287729323331,0.6902328229494386,0.7952199602159876,0.7470680903729524,0.7510375420767993,0.7226230532153872,0.6238977628833108,0.6345655409039437
45 t/m 54_5.000-9.999,0.5836744661910638,0.4603766179961621,0.42844619959955627,0.4609157217235567,0.3865904988859299,0.7652024912671166,0.617320716709878,0.6159698663299773,0.7152865754058877,0.45728802797859996,0.8547017914451437,0.5261415444245626,0.7677952945948492,0.4710272704507327,0.5460497061957864,0.8268936625829618,0.7326287729323331,1.0,0.7607748008047799,0.6513756019289288,0.8153724727673528,0.6144798415096383,0.831372129312495,0.7029338575410305,0.5894102143148416
45 t/m 54_less than 4.999,0.7083431472212014,0.5359518756871098,0.49407581743721557,0.6155306042387136,0.3586442084089732,0.7343756890442887,0.5465836057780137,0.7874978271039585,0.7791984710296542,0.48744602130188375,0.7981941769793142,0.6368437878235651,0.8173638338800111,0.6773493018191677,0.5157739274289166,0.7061302584344503,0.6902328229494386,0.7607748008047799,1.0,0.6144413485430656,0.645345532637228,0.5731746806259909,0.7362286557380644,0.7810655961031489,0.5384544542496678
45 t/m 54_more than 30.000,0.6667609507474365,0.6088961987796744,0.5896446576846898,0.4958658048339005,0.5162848347760722,0.7712492693297901,0.7733346401530197,0.5898915741171454,0.6868227503462916,0.6166085244803553,0.7889715235240606,0.6348698067443705,0.7088116532408436,0.4603409522443257,0.6049703166357936,0.7472775284222399,0.7952199602159876,0.6513756019289288,0.6144413485430656,1.0,0.6589678909480633,0.6700119794603198,0.6406867825680498,0.5620159182657346,0.6305112463880621
55 t/m 70_10.000-19.999,0.4690191560853066,0.35794094986258246,0.362906728148271,0.3372744891150875,0.2721010298042743,0.6416638768567319,0.539507453665771,0.5022456141939127,0.5587179158071487,0.3889776477645942,0.7925783793277714,0.4452730899676271,0.6931339189043011,0.36519124597194397,0.4365638487622735,0.8857859587154101,0.7470680903729524,0.8153724727673528,0.645345532637228,0.6589678909480633,1.0,0.7926997216807605,0.9068158070804916,0.6878578415973314,0.6872570875289596
55 t/m 70_20.000-29.999,0.4856991109270284,0.3742785300932148,0.4377645596182269,0.35651862576740817,0.28352152399476543,0.5771605346470257,0.5279498322307731,0.5105413200941541,0.49971871208491037,0.41301399561432073,0.7372987208779193,0.47890834109533925,0.6659001321597549,0.3904630749393874,0.42074360841536845,0.8007188713929365,0.7510375420767993,0.6144798415096383,0.5731746806259909,0.6700119794603198,0.7926997216807605,1.0,0.7824284758906418,0.599761755874359,0.6993146663852158
55 t/m 70_5.000-9.999,0.511841869826305,0.39055888539923544,0.3969652215523813,0.38262001635178533,0.2836852523487386,0.6254180585445179,0.5188759008324136,0.5487191576756364,0.6177444457476986,0.4026663160116709,0.7999875302209467,0.44127300557962623,0.7501748718246901,0.4233931199251687,0.44897781770309736,0.9066936213504919,0.7226230532153872,0.831372129312495,0.7362286557380644,0.6406867825680498,0.9068158070804916,0.7824284758906418,1.0,0.7835412051028382,0.7251551650943726
55 t/m 70_less than 4.999,0.5787615028176787,0.42488872173934705,0.471993576852112,0.4673039900612487,0.26393340890435124,0.5811688896065246,0.46002582638295464,0.6375006929904923,0.6154978714541544,0.4455820451487521,0.6837846404270876,0.51447395734341,0.7609621099069169,0.5757374141754427,0.44620860167789095,0.6770254451151031,0.6238977628833108,0.7029338575410305,0.7810655961031489,0.5620159182657346,0.6878578415973314,0.599761755874359,0.7835412051028382,1.0,0.5691679853921632
