,18 t/m 24_10.000-19.999,18 t/m 24_20.000-29.999,18 t/m 24_5.000-9.999,18 t/m 24_less than 4.999,18 t/m 24_more than 30.000,25 t/m 34_10.000-19.999,25 t/m 34_20.000-29.999,25 t/m 34_5.000-9.999,25 t/m 34_less than 4.999,25 t/m 34_more than 30.000,35 t/m 44_10.000-19.999,35 t/m 44_20.000-29.999,35 t/m 44_5.000-9.999,35 t/m 44_less than 4.999,35 t/m 44_more than 30.000,45 t/m 54_10.000-19.999,45 t/m 54_20.000-29.999,45 t/m 54_5.000-9.999,45 t/m 54_less than 4.999,45 t/m 54_more than 30.000,55 t/m 70_10.000-19.999,55 t/m 70_20.000-29.999,55 t/m 70_5.000-9.999,55 t/m 70_less than 4.999,55 t/m 70_more than 30.000
35 t/m 44_10.000-19.999,0.5146948329547306,0.47669159005966205,0.46257024159916477,0.5265900507546193,0.4368938075244013,0.7481240735161968,0.6280051060674118,0.6695042672922383,0.7397676284950613,0.4979408398073886,1.0,0.623480848570076,0.749862264889848,0.7304745937149959,0.6968191510352425,0.7077651635220243,0.48253549581058636,0.8172022223639365,0.639703430878654,0.7429371166940983,0.779700146010683,0.648107770971141,0.7474143902246592,0.6195739645809082,0.6664206639679894
35 t/m 44_20.000-29.999,0.4473129504087474,0.49807438164934925,0.4489358845008104,0.5185703355900946,0.436440108812564,0.5927486616571513,0.4632682773870722,0.4955323059624229,0.7054316433697438,0.5005510278557533,0.623480848570076,1.0,0.6985547699745864,0.6089821833295923,0.7497688008603391,0.6476588337016971,0.5766931160868916,0.6098121151034501,0.6906841685653273,0.6825690668820799,0.7449435273270489,0.6213911588507965,0.6402267538810216,0.5958903568364035,0.7082558426846572
35 t/m 44_5.000-9.999,0.5516768234958209,0.531260502229358,0.5607905274598041,0.5653598168546171,0.4504894293414939,0.7571407608565399,0.5576701424486535,0.6523935551649988,0.7248381221457597,0.5116576779783971,0.749862264889848,0.6985547699745864,1.0,0.6921146371245992,0.6732140709554673,0.7170019093675597,0.5540701297698948,0.6849124585451909,0.6574955907880439,0.7214349666412997,0.7941588337089928,0.6499569493124832,0.732392629193334,0.6373088743736213,0.7968602355313414
35 t/m 44_less than 4.999,0.5985476324354091,0.5772582855753865,0.5493760640613389,0.7646601693075292,0.49373250519036244,0.6918192946792578,0.6405291217172719,0.762495841379191,0.8532036490769414,0.5064447346518447,0.7304745937149959,0.6089821833295923,0.6921146371245992,1.0,0.6662569801593826,0.6427945040565076,0.5539427455409868,0.7972176256199431,0.844561238631937,0.7143884253001962,0.7383061707776993,0.7141196846139849,0.7557361935438982,0.8482711403227922,0.707603237676057
35 t/m 44_more than 30.000,0.5226768001239959,0.6104693172202589,0.549359049224292,0.5241105156336567,0.5452215232365948,0.6810795287628499,0.583066632205325,0.5868512237454515,0.7099837262947181,0.6055559518169171,0.6968191510352425,0.7497688008603391,0.6732140709554673,0.6662569801593826,1.0,0.7411381239654165,0.5207072788334003,0.6213579483402099,0.6469618382317547,0.6986057687294118,0.7598595633155141,0.6544545330254424,0.6978017258735566,0.5714970304568043,0.7333687301856682
45 t/m 54_10.000-19.999,0.4597326766412195,0.48829606795367303,0.5386570711945061,0.41261258588101163,0.46715686460762657,0.6207272285936033,0.519418081352622,0.57418106555875,0.6593562318192919,0.5556784470435674,0.7077651635220243,0.6476588337016971,0.7170019093675597,0.6427945040565076,0.7411381239654165,1.0,0.5190876678830477,0.6497463237824278,0.5402920499311775,0.7214356491391268,0.7798521144328521,0.6365331939147765,0.7306354095960029,0.5011719547793169,0.6950694068691881
45 t/m 54_20.000-29.999,0.32532826002167964,0.42285922333379705,0.3413534888295075,0.4461610754268387,0.23220134699746334,0.489594819613411,0.3454212644912965,0.3653522776448613,0.5343613742763877,0.303028220580834,0.48253549581058636,0.5766931160868916,0.5540701297698948,0.5539427455409868,0.5207072788334003,0.5190876678830477,1.0,0.5623247078471939,0.5638781035216497,0.5195075891648794,0.6173559757815835,0.6386377539405678,0.6057793662602381,0.5139792934648942,0.5621764824993599
45 t/m 54_5.000-9.999,0.5397763956856518,0.45988483301688704,0.4123067295092755,0.5990636729438062,0.34725364638768763,0.6724799095371469,0.5985156577727129,0.6886353327924893,0.7729035194117725,0.44129424344761403,0.8172022223639365,0.6098121151034501,0.6849124585451909,0.7972176256199431,0.6213579483402099,0.6497463237824278,0.5623247078471939,1.0,0.7228423133855852,0.7239277050066932,0.7769712527818682,0.7208489778828349,0.8010489760702753,0.7325194244301771,0.6475359149539986
45 t/m 54_less than 4.999,0.5039753640495692,0.5790840666688779,0.4728589488893048,0.7853171929972739,0.45306228495320844,0.6726610151456116,0.5549159163844157,0.6482599831551189,0.8408403765093589,0.4542465818424337,0.639703430878654,0.6906841685653273,0.6574955907880439,0.844561238631937,0.6469618382317547,0.5402920499311775,0.5638781035216497,0.7228423133855852,1.0,0.6859171079243739,0.689032969486102,0.7462617081897803,0.6809762484135816,0.8964358883878433,0.718470665304736
45 t/m 54_more than 30.000,0.5452482848566861,0.5853519742843587,0.5871210804747012,0.5910838794802751,0.5258072083033509,0.7460850658103318,0.6292585382193677,0.7247871328486686,0.7775446395655969,0.5755064243017105,0.7429371166940983,0.6825690668820799,0.7214349666412997,0.7143884253001962,0.6986057687294118,0.7214356491391268,0.5195075891648794,0.7239277050066932,0.6859171079243739,1.0,0.7431531190240056,0.697870659695635,0.6739549791758765,0.6212071280058686,0.7064327710385844
55 t/m 70_10.000-19.999,0.49314408466348236,0.4981130305072943,0.4925083823958917,0.5463986458758575,0.4104496870436569,0.6745200359112009,0.5797411946097406,0.6173184134654508,0.7510713440697061,0.4871804238888741,0.779700146010683,0.7449435273270489,0.7941588337089928,0.7383061707776993,0.7598595633155141,0.7798521144328521,0.6173559757815835,0.7769712527818682,0.689032969486102,0.7431531190240056,1.0,0.7318411542794228,0.8231521133744707,0.674050839246579,0.7960190016196157
55 t/m 70_20.000-29.999,0.44060982992572545,0.5557084910884443,0.4016293600124486,0.555740485245261,0.3770455230341266,0.6933633427752125,0.5269213121649005,0.5484300633441387,0.691817720115971,0.44184569458655426,0.648107770971141,0.6213911588507965,0.6499569493124832,0.7141196846139849,0.6544545330254424,0.6365331939147765,0.6386377539405678,0.7208489778828349,0.7462617081897803,0.697870659695635,0.7318411542794228,1.0,0.7143469752558468,0.6970450801860585,0.7239400590888042
55 t/m 70_5.000-9.999,0.44938455256138726,0.44464883454540144,0.43623759681066443,0.5015856237910409,0.3918727740450059,0.616570324606313,0.5148927560466979,0.61582303350947,0.6966852571950439,0.43920745755305446,0.7474143902246592,0.6402267538810216,0.732392629193334,0.7557361935438982,0.6978017258735566,0.7306354095960029,0.6057793662602381,0.8010489760702753,0.6809762484135816,0.6739549791758765,0.8231521133744707,0.7143469752558468,1.0,0.6985756091506334,0.7133978027572779
55 t/m 70_less than 4.999,0.48962461688111786,0.5305795674411701,0.45134570197062,0.7329212993871046,0.39666344999811864,0.6442734823260788,0.4995850700017479,0.6081430995545585,0.7686888508933012,0.38962101132822624,0.6195739645809082,0.5958903568364035,0.6373088743736213,0.8482711403227922,0.5714970304568043,0.5011719547793169,0.5139792934648942,0.7325194244301771,0.8964358883878433,0.6212071280058686,0.674050839246579,0.6970450801860585,0.6985756091506334,1.0,0.69803771150435
55 t/m 70_more than 30.000,0.5163392359793766,0.5840620343785738,0.5523364397155955,0.5554753383711505,0.4691251634195739,0.7099822170218302,0.49302087768160213,0.5777280677098939,0.7160624998655748,0.49035916166473426,0.6664206639679894,0.7082558426846572,0.7968602355313414,0.707603237676057,0.7333687301856682,0.6950694068691881,0.5621764824993599,0.6475359149539986,0.718470665304736,0.7064327710385844,0.7960190016196157,0.7239400590888042,0.7133978027572779,0.69803771150435,1.0
