,18 t/m 24_10-19 km,18 t/m 24_20-29 km,18 t/m 24_30-49 km,18 t/m 24_Less than 10 km,18 t/m 24_more than 50,25 t/m 34_10-19 km,25 t/m 34_20-29 km,25 t/m 34_30-49 km,25 t/m 34_Less than 10 km,25 t/m 34_more than 50,35 t/m 44_10-19 km,35 t/m 44_20-29 km,35 t/m 44_30-49 km,35 t/m 44_Less than 10 km,35 t/m 44_more than 50,45 t/m 54_10-19 km,45 t/m 54_20-29 km,45 t/m 54_30-49 km,45 t/m 54_Less than 10 km,45 t/m 54_more than 50,55 t/m 70_10-19 km,55 t/m 70_20-29 km,55 t/m 70_30-49 km,55 t/m 70_Less than 10 km,55 t/m 70_more than 50
35 t/m 44_10-19 km,0.633582085049801,0.6129609000040837,0.5778629662164859,0.5766879243490578,0.6557602842609062,0.7779857059159946,0.5349178038042329,0.5937877752166991,0.5678742163481688,0.7166083180518135,1.0,0.5471587410247343,0.6009226945131866,0.5753148952186286,0.5686171642375965,0.5798569157517635,0.6122415790252165,0.5281462245873585,0.6134117671958301,0.5069514736915127,0.6532080070982461,0.642420501161783,0.6594032366703921,0.5819124556349603,0.47396448340409986
35 t/m 44_20-29 km,0.4552873516027907,0.41224438031036603,0.4136079236190964,0.47235957051660626,0.579702546909613,0.6768624638090294,0.5198389915355095,0.5879303021699241,0.5683012485407724,0.5853399078466013,0.5471587410247343,1.0,0.711191835130827,0.5583879503348711,0.5859107894269227,0.6142652420717278,0.6015217495761319,0.5944726695391274,0.5670761708723998,0.6339757406530929,0.6418806034739062,0.6402154015756621,0.6728211324778779,0.5318057294113384,0.5299989605825277
35 t/m 44_30-49 km,0.5017829835762544,0.4602094216243115,0.5942999124194177,0.5266016048838288,0.6701223585177489,0.6994999331427512,0.6738328278074182,0.6695273315041292,0.6875785940955528,0.7394427770591528,0.6009226945131866,0.711191835130827,1.0,0.6433676163418477,0.7881191900845825,0.748535690195585,0.7273369340015016,0.7721320136734492,0.6385010334964877,0.7893547046431881,0.7766343513856583,0.7792622094301113,0.8024025959478713,0.6345218323570078,0.7692527241605418
35 t/m 44_Less than 10 km,0.47324936859608296,0.4863566909346698,0.593565936830589,0.5911422169906813,0.5648338484824545,0.6144296905619534,0.5829030017077395,0.6815738406376347,0.6964605046038977,0.5602480666899153,0.5753148952186286,0.5583879503348711,0.6433676163418477,1.0,0.5787334800451963,0.703479416861974,0.5911643747738499,0.5307137283696812,0.820732115091593,0.4981120977800779,0.7958766251198187,0.6713247904077476,0.696845108624877,0.8102399534191208,0.4584220875487328
35 t/m 44_more than 50,0.6154369656516997,0.5353376330451535,0.5396369282233925,0.6821417740729798,0.70845403557219,0.6280542158861085,0.6996066343046222,0.5570432191060902,0.758700069443297,0.6565688973867478,0.5686171642375965,0.5859107894269227,0.7881191900845825,0.5787334800451963,1.0,0.5424804118749018,0.7245773123761059,0.5844658799502526,0.5006144980712666,0.6752693923266305,0.6525102616753011,0.7467030468576916,0.648927706951376,0.49775740105254485,0.7008935744452527
45 t/m 54_10-19 km,0.42999515019282153,0.3961540023456382,0.6220459236589696,0.4317803496679589,0.5799685822467257,0.6956949539785364,0.48318597416344483,0.6460777569597433,0.5867474640238146,0.6587663247705332,0.5798569157517635,0.6142652420717278,0.748535690195585,0.703479416861974,0.5424804118749018,1.0,0.6572287704351955,0.6998212498293943,0.809453603313283,0.6839631388337236,0.8243506945215429,0.6852350221419131,0.842195080001714,0.7921758429762717,0.5759353290170616
45 t/m 54_20-29 km,0.5534225136294981,0.49753807831408,0.5073278038113602,0.5617947363762721,0.6728964753813538,0.7109502498748375,0.6605094110665898,0.5734465375869168,0.6465587150405564,0.6985237015557031,0.6122415790252165,0.6015217495761319,0.7273369340015016,0.5911643747738499,0.7245773123761059,0.6572287704351955,1.0,0.6213097123296552,0.6096721955711456,0.6753827497188686,0.721448446112725,0.7117760981357709,0.7501936271924093,0.5893370187221512,0.7142667819157575
45 t/m 54_30-49 km,0.462140197543482,0.37020419359779383,0.5311477043543036,0.4222365151193268,0.5735626841858552,0.5987887969094741,0.4987822430667848,0.5367560952877546,0.5580788830052118,0.5980011722306365,0.5281462245873585,0.5944726695391274,0.7721320136734492,0.5307137283696812,0.5844658799502526,0.6998212498293943,0.6213097123296552,1.0,0.5821459093130468,0.7682694062971351,0.7446755845274984,0.702431278952266,0.7633129864136543,0.6221523394628918,0.7387200986399916
45 t/m 54_Less than 10 km,0.4396096088860301,0.4524518489808647,0.5818008063063902,0.4836868710357116,0.5675747517503318,0.6315976947835928,0.4689520962483621,0.6841417182725085,0.5929052613283002,0.6556978934703013,0.6134117671958301,0.5670761708723998,0.6385010334964877,0.820732115091593,0.5006144980712666,0.809453603313283,0.6096721955711456,0.5821459093130468,1.0,0.5256123383812549,0.8297516656615561,0.6756596828036681,0.7808782336439974,0.8936674799354899,0.46750481270180355
45 t/m 54_more than 50,0.4345709434863772,0.3438662019068092,0.4316143716979193,0.458535344025667,0.6157184281183133,0.6377728966854425,0.5972543650865885,0.46728148498657734,0.6069713888172303,0.5548309068227928,0.5069514736915127,0.6339757406530929,0.7893547046431881,0.4981120977800779,0.6752693923266305,0.6839631388337236,0.6753827497188686,0.7682694062971351,0.5256123383812549,1.0,0.692499230740953,0.7087923175217572,0.7315484474367151,0.49771377053632615,0.8129598539876385
55 t/m 70_10-19 km,0.5094833993534656,0.4726250407536481,0.5940363975331421,0.5528181563532166,0.6060899306080082,0.7147678804481515,0.6266485394895188,0.6139073954972177,0.7589773304439785,0.6478096180262685,0.6532080070982461,0.6418806034739062,0.7766343513856583,0.7958766251198187,0.6525102616753011,0.8243506945215429,0.721448446112725,0.7446755845274984,0.8297516656615561,0.692499230740953,1.0,0.828474718961302,0.8734100288129557,0.816125571207002,0.6653993281546083
55 t/m 70_20-29 km,0.5640505208638471,0.5406283994176851,0.5408817193811937,0.617412412627293,0.6250984858670392,0.6479914876465086,0.5947354518671728,0.5700961820180445,0.7147130746451551,0.6531483473051274,0.642420501161783,0.6402154015756621,0.7792622094301113,0.6713247904077476,0.7467030468576916,0.6852350221419131,0.7117760981357709,0.702431278952266,0.6756596828036681,0.7087923175217572,0.828474718961302,1.0,0.8156060684859849,0.6774804889470885,0.7099165246157295
55 t/m 70_30-49 km,0.4775497309819795,0.47389956435554126,0.609085812008973,0.47311272790582026,0.6108234855586296,0.6882983834819862,0.5494517247381288,0.6870761316815783,0.6333137162253979,0.728075866525618,0.6594032366703921,0.6728211324778779,0.8024025959478713,0.696845108624877,0.648927706951376,0.842195080001714,0.7501936271924093,0.7633129864136543,0.7808782336439974,0.7315484474367151,0.8734100288129557,0.8156060684859849,1.0,0.8129993543347439,0.6964909625817665
55 t/m 70_Less than 10 km,0.43801509024881835,0.4735395322080312,0.6630233370936398,0.4438530444897436,0.5517508372881602,0.5889003221446821,0.44647241945039395,0.7143975083363078,0.5577790513444169,0.6403208011450258,0.5819124556349603,0.5318057294113384,0.6345218323570078,0.8102399534191208,0.49775740105254485,0.7921758429762717,0.5893370187221512,0.6221523394628918,0.8936674799354899,0.49771377053632615,0.816125571207002,0.6774804889470885,0.8129993543347439,1.0,0.46668051362587326
55 t/m 70_more than 50,0.4021426075259446,0.3320788740907291,0.40740377440869224,0.4370844778268951,0.5296468764541656,0.5259455788915036,0.5633775587474924,0.4278713492801756,0.6054352903569964,0.5675376585340297,0.47396448340409986,0.5299989605825277,0.7692527241605418,0.4584220875487328,0.7008935744452527,0.5759353290170616,0.7142667819157575,0.7387200986399916,0.46750481270180355,0.8129598539876385,0.6653993281546083,0.7099165246157295,0.6964909625817665,0.46668051362587326,1.0
