,18 t/m 24_10.000-19.999,18 t/m 24_20.000-29.999,18 t/m 24_5.000-9.999,18 t/m 24_less than 4.999,18 t/m 24_more than 30.000,25 t/m 34_10.000-19.999,25 t/m 34_20.000-29.999,25 t/m 34_5.000-9.999,25 t/m 34_less than 4.999,25 t/m 34_more than 30.000,35 t/m 44_10.000-19.999,35 t/m 44_20.000-29.999,35 t/m 44_5.000-9.999,35 t/m 44_less than 4.999,35 t/m 44_more than 30.000,45 t/m 54_10.000-19.999,45 t/m 54_20.000-29.999,45 t/m 54_5.000-9.999,45 t/m 54_less than 4.999,45 t/m 54_more than 30.000,55 t/m 70_10.000-19.999,55 t/m 70_20.000-29.999,55 t/m 70_5.000-9.999,55 t/m 70_less than 4.999,55 t/m 70_more than 30.000
35 t/m 44_10.000-19.999,0.7160851034115919,0.5172006445902256,0.5621738070821608,0.5573324672416912,0.5538854342555426,0.8510740463528224,0.6944483403392758,0.8000741047969117,0.6635308270926096,0.5542847595093576,1.0,0.8063395420517785,0.7580220910832884,0.6762640426901874,0.6994503669811715,0.8645751120058045,0.7292101735983433,0.7386049865383502,0.7167039763180675,0.6687443206750779,0.8417810161530817,0.7852702141702879,0.867565813707264,0.6910005424875325,0.6427769062781613
35 t/m 44_20.000-29.999,0.6495474914059487,0.6435311492503728,0.5287103239933959,0.5701944633269967,0.5286562819584139,0.7883754410808222,0.7102163469352918,0.7685482897569853,0.6901804247347743,0.5392266673496348,0.8063395420517785,1.0,0.7509590260282092,0.705743041252219,0.6704999993481634,0.7386934156788593,0.6567590586547634,0.6889735009598889,0.701357679230121,0.5759838392219369,0.7370496329857744,0.6834925033062498,0.7897433795959888,0.6675915288363098,0.5268725136047496
35 t/m 44_5.000-9.999,0.623803317861288,0.5333038165622609,0.5439050619337096,0.6344243017754685,0.5599439610223028,0.8392948239868933,0.6454076615340908,0.7905107340349508,0.7805616094629275,0.5021287932896136,0.7580220910832884,0.7509590260282092,1.0,0.7326900271241652,0.6229267266788852,0.7661720660116953,0.5795807668680106,0.7275487440050251,0.7259445826087754,0.5198662299190355,0.7646850153721025,0.6858794524216104,0.8065793788020441,0.6764688618960757,0.5352191968773022
35 t/m 44_less than 4.999,0.5312893393860039,0.6301667630260317,0.4718208963982435,0.6238507517064208,0.4324058834675473,0.6471097400911562,0.6671208978235715,0.7124967697935314,0.7245661651833699,0.5484325105548071,0.6762640426901874,0.705743041252219,0.7326900271241652,1.0,0.4463506734977188,0.6713332852816689,0.4547150462208978,0.7554002785467183,0.7911429552890769,0.36704815193442775,0.6476719891026915,0.5813179581316185,0.7209471797322892,0.786266514890553,0.32635174271199513
35 t/m 44_more than 30.000,0.5666601213996093,0.35912475684537326,0.6047846091642121,0.5625504147196366,0.3841523898218857,0.7676676003543268,0.4893584760701828,0.6105247745487801,0.6257096320437006,0.38396112745997163,0.6994503669811715,0.6704999993481634,0.6229267266788852,0.4463506734977188,1.0,0.5999425603897999,0.6542412724338957,0.48658984727783,0.469746231148834,0.6563109873652665,0.6568995459535405,0.6644536151184256,0.624584898388288,0.388464947749639,0.6589914324935788
45 t/m 54_10.000-19.999,0.6001998517956854,0.46132006308102785,0.48435594580348096,0.48925692594124554,0.5617262628749814,0.8134010072709814,0.7099344767139885,0.7876214586466368,0.6039283614326681,0.5116588598266739,0.8645751120058045,0.7386934156788593,0.7661720660116953,0.6713332852816689,0.5999425603897999,1.0,0.7569837149450078,0.8300874808166675,0.7491503016183519,0.6815668762812717,0.9022771342959734,0.8609374172120398,0.9134637536622,0.7329956851801361,0.648102472534314
45 t/m 54_20.000-29.999,0.5047794787558001,0.3844221032096705,0.5121236453502267,0.4386738568985825,0.4726074570592614,0.730535421993498,0.5611723285163661,0.6323173598130049,0.49217801989377097,0.37832216174222644,0.7292101735983433,0.6567590586547634,0.5795807668680106,0.4547150462208978,0.6542412724338957,0.7569837149450078,1.0,0.6279253396482384,0.5125396483153563,0.7497196768896225,0.7639432821504306,0.7385178778860012,0.7400505592828815,0.47071797591036807,0.6479098928474818
45 t/m 54_5.000-9.999,0.49923415780402725,0.4816145044301261,0.44498195986664757,0.4785915764225401,0.5349263692877058,0.6979380215450971,0.6619975603856779,0.8260772952601457,0.6147803931367085,0.48217940933366554,0.7386049865383502,0.6889735009598889,0.7275487440050251,0.7554002785467183,0.48658984727783,0.8300874808166675,0.6279253396482384,1.0,0.8451466770675008,0.4991739071090023,0.8151139221687497,0.737693334928388,0.8353895422729526,0.8081260055920687,0.4512099362328685
45 t/m 54_less than 4.999,0.5781333729101499,0.5330888156418451,0.4579801240823031,0.5604736205471315,0.5236518967780771,0.6682026843837084,0.6933835332232765,0.7746067692220244,0.6915195287109384,0.5795251573120617,0.7167039763180675,0.701357679230121,0.7259445826087754,0.7911429552890769,0.469746231148834,0.7491503016183519,0.5125396483153563,0.8451466770675008,1.0,0.4148689131837398,0.7456229549555631,0.6614530077914458,0.8195902479765543,0.890092765994695,0.4120519638213486
45 t/m 54_more than 30.000,0.43591198526537733,0.3012983639115498,0.4439006344790343,0.35759860515495867,0.3857708168940672,0.6833810130971464,0.45762356341938526,0.522930114361633,0.44153495334718795,0.3185154351462127,0.6687443206750779,0.5759838392219369,0.5198662299190355,0.36704815193442775,0.6563109873652665,0.6815668762812717,0.7497196768896225,0.4991739071090023,0.4148689131837398,1.0,0.6788041421466128,0.7293972623704817,0.6156864432317329,0.3589659960041562,0.6856328267415877
55 t/m 70_10.000-19.999,0.5908143182216795,0.4700805383540869,0.4873629907725514,0.5374845377788785,0.48984876638089525,0.8011039117657808,0.6362730805616347,0.7414881987468652,0.6431802567227873,0.49359840356977386,0.8417810161530817,0.7370496329857744,0.7646850153721025,0.6476719891026915,0.6568995459535405,0.9022771342959734,0.7639432821504306,0.8151139221687497,0.7456229549555631,0.6788041421466128,1.0,0.9053586897981604,0.9296094932743864,0.7025790258072121,0.655543629762325
55 t/m 70_20.000-29.999,0.5298180767346549,0.4265945274128001,0.4352431110701317,0.49406555411452474,0.44312123831135913,0.7574056944862616,0.5973713802983284,0.6773350859899853,0.5931867990559818,0.44831210687795525,0.7852702141702879,0.6834925033062498,0.6858794524216104,0.5813179581316185,0.6644536151184256,0.8609374172120398,0.7385178778860012,0.737693334928388,0.6614530077914458,0.7293972623704817,0.9053586897981604,1.0,0.847388509869123,0.6147689660620882,0.6747954173298565
55 t/m 70_5.000-9.999,0.6277590631109222,0.5084626561522471,0.5091599720341641,0.5765423632080838,0.5506798695231518,0.8249326534621862,0.689458847364192,0.8148512863591828,0.7062464196331761,0.5362440414494353,0.867565813707264,0.7897433795959888,0.8065793788020441,0.7209471797322892,0.624584898388288,0.9134637536622,0.7400505592828815,0.8353895422729526,0.8195902479765543,0.6156864432317329,0.9296094932743864,0.847388509869123,1.0,0.7965542932311085,0.6410951366674611
55 t/m 70_less than 4.999,0.5213631666638426,0.4984414291757467,0.3820104691029811,0.4711302882372428,0.46793969075552805,0.5964821617390162,0.6812604764684255,0.7179168125855953,0.596671863593525,0.5389853564171667,0.6910005424875325,0.6675915288363098,0.6764688618960757,0.786266514890553,0.388464947749639,0.7329956851801361,0.47071797591036807,0.8081260055920687,0.890092765994695,0.3589659960041562,0.7025790258072121,0.6147689660620882,0.7965542932311085,1.0,0.3702473971146544
55 t/m 70_more than 30.000,0.4843638586865298,0.2617757496796298,0.38930235486173437,0.34566750995145323,0.3647415502839495,0.6408414619751784,0.43914401686371907,0.5232834336612431,0.4432894848157125,0.343567788954588,0.6427769062781613,0.5268725136047496,0.5352191968773022,0.32635174271199513,0.6589914324935788,0.648102472534314,0.6479098928474818,0.4512099362328685,0.4120519638213486,0.6856328267415877,0.655543629762325,0.6747954173298565,0.6410951366674611,0.3702473971146544,1.0
