,18 t/m 24_10-19 km,18 t/m 24_20-29 km,18 t/m 24_30-49 km,18 t/m 24_Less than 10 km,18 t/m 24_more than 50,25 t/m 34_10-19 km,25 t/m 34_20-29 km,25 t/m 34_30-49 km,25 t/m 34_Less than 10 km,25 t/m 34_more than 50,35 t/m 44_10-19 km,35 t/m 44_20-29 km,35 t/m 44_30-49 km,35 t/m 44_Less than 10 km,35 t/m 44_more than 50,45 t/m 54_10-19 km,45 t/m 54_20-29 km,45 t/m 54_30-49 km,45 t/m 54_Less than 10 km,45 t/m 54_more than 50,55 t/m 70_10-19 km,55 t/m 70_20-29 km,55 t/m 70_30-49 km,55 t/m 70_Less than 10 km,55 t/m 70_more than 50
35 t/m 44_10-19 km,0.6191810330647589,0.6292737419493377,0.5457975072421465,0.5327124557936774,0.29131606200484045,0.6222947231649528,0.5093031610326062,0.630590334349674,0.7414755914022946,0.4454382904888672,1.0,0.7364618160868381,0.6833682976827882,0.7612243125507522,0.6299367822438947,0.750949957376331,0.6903086625863065,0.7697706679104921,0.675483632485274,0.7561931710926035,0.728953488796971,0.763463911258762,0.751661208811408,0.7304354616992835,0.5481561799862066
35 t/m 44_20-29 km,0.7380582545404812,0.6004303671001737,0.6134154367315049,0.6411487063804823,0.28907114317923716,0.738920334161666,0.6784917350760958,0.6953124851379131,0.7502670365896634,0.6371655382217044,0.7364618160868381,1.0,0.7430424490059491,0.7468630596843335,0.7592823083566954,0.7934359341657561,0.7564646902209635,0.8262565604091027,0.7587804333749293,0.7022692310262391,0.7098575018687929,0.7145990347358052,0.6317263532034444,0.6603347518141778,0.5582040327206846
35 t/m 44_30-49 km,0.6126745347802905,0.6995306731151332,0.46415396877574655,0.5243336034706713,0.3932463471808567,0.6072755694729507,0.6305684709407734,0.7591994549317899,0.6011074685802255,0.5186358766939339,0.6833682976827882,0.7430424490059491,1.0,0.7521582933954699,0.5621785214420626,0.6930140855369576,0.6613683024491983,0.7354125377854506,0.6991089132154608,0.6932758064421183,0.735036993426062,0.6419922839237586,0.6616076605433583,0.7315460382659574,0.5348844653541394
35 t/m 44_Less than 10 km,0.6191690362163272,0.6523046606460922,0.4608844560096672,0.6620919515627128,0.35682952958574665,0.667589148481955,0.6484792261313006,0.7586863209974897,0.779763285448026,0.4737554194270963,0.7612243125507522,0.7468630596843335,0.7521582933954699,1.0,0.5888728084484283,0.7601527548627086,0.6316844600846595,0.8167117648235444,0.8780297373756663,0.740369900261103,0.786417294355678,0.7035765645206602,0.6624574928408732,0.8099002615666255,0.5495155034329621
35 t/m 44_more than 50,0.726858899728248,0.5279870118341246,0.5333499741124118,0.5931701603316284,0.24776607189621333,0.6926461067713809,0.5700371893408155,0.5804648105219141,0.7006044649075673,0.5410228863115585,0.6299367822438947,0.7592823083566954,0.5621785214420626,0.5888728084484283,1.0,0.7150498595564232,0.7045247574509507,0.7137864939901726,0.591856875000999,0.610555153100243,0.5830873148352935,0.6905441206598799,0.5445748756887004,0.5496736703090739,0.4871342747721614
45 t/m 54_10-19 km,0.6246847519611328,0.5806519415465624,0.5269110635521344,0.5904426471785708,0.2699067930054902,0.6558335406991491,0.5764016774985835,0.6668788350616344,0.7087706704823491,0.5102007463145437,0.750949957376331,0.7934359341657561,0.6930140855369576,0.7601527548627086,0.7150498595564232,1.0,0.8058215967446305,0.8675978279869621,0.8004063639709723,0.7384861312537527,0.8708931223184831,0.8305517632418766,0.7508102171186429,0.8133252956969377,0.7261409042373574
45 t/m 54_20-29 km,0.6473114017307904,0.5422583857937769,0.5166689729019719,0.5795381589113217,0.2565840054108715,0.6829008338474297,0.5664217575352144,0.6113604669832369,0.6407136057725236,0.5016539525356022,0.6903086625863065,0.7564646902209635,0.6613683024491983,0.6316844600846595,0.7045247574509507,0.8058215967446305,1.0,0.8087287918304357,0.655075183360688,0.6479476932089767,0.7510028518855261,0.8030993622953491,0.6793951400551953,0.6937948632344149,0.5766928423711041
45 t/m 54_30-49 km,0.652022936673802,0.6274008507302179,0.5264259118963961,0.6414475622497718,0.2900102579071782,0.7036454341337752,0.6075463973307116,0.6873751246279116,0.7348180449968145,0.5088975811194953,0.7697706679104921,0.8262565604091027,0.7354125377854506,0.8167117648235444,0.7137864939901726,0.8675978279869621,0.8087287918304357,1.0,0.812694410925467,0.7809265505203212,0.8393240514692025,0.8246246580443204,0.7383999863828076,0.8247511425874865,0.6284901181451381
45 t/m 54_Less than 10 km,0.5914745445437788,0.5742726370942396,0.44688988808213476,0.6990990868862726,0.3034777170864696,0.6472154042098072,0.6618318920082245,0.6669319642461397,0.7760882282221538,0.452227930335235,0.675483632485274,0.7587804333749293,0.6991089132154608,0.8780297373756663,0.591856875000999,0.8004063639709723,0.655075183360688,0.812694410925467,1.0,0.632703674962906,0.7861683425077765,0.7277012429613366,0.576224093507509,0.7745900912316714,0.5565730955206175
45 t/m 54_more than 50,0.5413125485859013,0.6023224232897234,0.43960564751226633,0.42786218919998154,0.31969743311776927,0.5826804824875056,0.48000239307724757,0.6843448912697218,0.584624751145025,0.4501011660266229,0.7561931710926035,0.7022692310262391,0.6932758064421183,0.740369900261103,0.610555153100243,0.7384861312537527,0.6479476932089767,0.7809265505203212,0.632703674962906,1.0,0.7937128605720317,0.7186107702951232,0.7718462508105748,0.7990568323375498,0.6038925003956448
55 t/m 70_10-19 km,0.5399421641628529,0.5931228495276947,0.4205247747515764,0.5126710231914514,0.31998427374228244,0.5664335143312199,0.5542564623284222,0.6549245353482614,0.6145099094842646,0.44586380549387966,0.728953488796971,0.7098575018687929,0.735036993426062,0.786417294355678,0.5830873148352935,0.8708931223184831,0.7510028518855261,0.8393240514692025,0.7861683425077765,0.7937128605720317,1.0,0.8216992820790693,0.8034139825485972,0.916631599207201,0.762753518046854
55 t/m 70_20-29 km,0.6039440164122254,0.5345338092057289,0.4531845693108365,0.5248853207430737,0.23986163809184938,0.5889185119458978,0.526731728812512,0.6040199947477121,0.6704766084549475,0.403497910405408,0.763463911258762,0.7145990347358052,0.6419922839237586,0.7035765645206602,0.6905441206598799,0.8305517632418766,0.8030993622953491,0.8246246580443204,0.7277012429613366,0.7186107702951232,0.8216992820790693,1.0,0.7459466140947688,0.8185789518851007,0.6860423052322596
55 t/m 70_30-49 km,0.4804001057204384,0.5482803231051835,0.3844402047261138,0.38269428057462873,0.29234287123414954,0.46745867040429434,0.41245581627928035,0.6099110138314244,0.5036744259218568,0.3661345711412609,0.751661208811408,0.6317263532034444,0.6616076605433583,0.6624574928408732,0.5445748756887004,0.7508102171186429,0.6793951400551953,0.7383999863828076,0.576224093507509,0.7718462508105748,0.8034139825485972,0.7459466140947688,1.0,0.8042645493339571,0.738068724108634
55 t/m 70_Less than 10 km,0.5111578284009283,0.568600089794099,0.38354748067792976,0.47603095809314494,0.31391139438953186,0.527341864764996,0.472273616845779,0.6451545675646158,0.6029586484120314,0.37791522898042634,0.7304354616992835,0.6603347518141778,0.7315460382659574,0.8099002615666255,0.5496736703090739,0.8133252956969377,0.6937948632344149,0.8247511425874865,0.7745900912316714,0.7990568323375498,0.916631599207201,0.8185789518851007,0.8042645493339571,1.0,0.7165151202876794
55 t/m 70_more than 50,0.39209797308771405,0.42602189125568257,0.34010365748503946,0.32290278433554226,0.2474578242629697,0.38844974038309155,0.371902457974435,0.4990613420182619,0.41216433702708644,0.3103518085377387,0.5481561799862066,0.5582040327206846,0.5348844653541394,0.5495155034329621,0.4871342747721614,0.7261409042373574,0.5766928423711041,0.6284901181451381,0.5565730955206175,0.6038925003956448,0.762753518046854,0.6860423052322596,0.738068724108634,0.7165151202876794,1.0
